"","playerID","Full_name","position","Bats","Throws"
"1","aardsda01","David Allan Aardsma","Pitcher","Right","Right"
"2","aaronha01","Henry Louis Aaron","Rightfielder and First Baseman","Right","Right"
"3","aaronto01","Tommie Lee Aaron","First Baseman and Leftfielder","Right","Right"
"4","aasedo01","Donald William Aase","Pitcher","Right","Right"
"5","abadan01","Fausto Andres Abad","First Baseman, Pinch Hitter and Rightfielder","Left","Left"
"6","abadfe01","Fernando Antonio Abad","Pitcher","Left","Left"
"7","abadijo01","John W. Abadie","First Baseman","Right","Right"
"8","abbated01","Edward James Abbaticchio","Second Baseman and Shortstop","Right","Right"
"9","abbeybe01","Bert Wood Abbey","Pitcher","Right","Right"
"10","abbeych01","Charles S. Abbey","Outfielder","Left","Left"
"11","abbotan01","Andrew Cole Abbott","Pitcher","Left","Left"
"12","abbotco01","Cory James Abbott","Pitcher","Right","Right"
"13","abbotfr01","Harry Frederick Abbott","Catcher and First Baseman","Right","Right"
"14","abbotgl01","William Glenn Abbott","Pitcher","Right","Right"
"15","abbotje01","Jeffrey William Abbott","Outfielder","Right","Left"
"16","abbotji01","James Anthony Abbott","Pitcher","Left","Left"
"17","abbotku01","Kurt Thomas Abbott","Shortstop, Second Baseman and Leftfielder","Right","Right"
"18","abbotky01","Lawrence Kyle Abbott","Pitcher","Left","Left"
"19","abbotod01","Ody Cleon Abbott","Centerfielder","Left","Right"
"20","abbotpa01","Paul David Abbott","Pitcher","Right","Right"
"21","aberal01","Albert Julius Aber","Pitcher","Left","Left"
"22","abercda01","Francis Patterson Abercrombie","Shortstop","Unknown","Unknown"
"23","abercre01","Reginald Damascus Abercrombie","Centerfielder","Right","Right"
"24","abernbi01","William Edward Abernathie","Pitcher","Right","Right"
"25","abernbr01","Michael Brent Abernathy","Second Baseman","Right","Right"
"26","abernte01","Talmadge Lafayette Abernathy","Pitcher","Right","Left"
"27","abernte02","Theodore Wade Abernathy","Pitcher","Right","Right"
"28","abernwo01","Virgil Woodrow Abernathy","Pitcher","Left","Left"
"29","aberscl01","Clifford Alexander Aberson","Leftfielder","Right","Right"
"30","ablesha01","Harry Terrell Ables","Pitcher","Right","Left"
"31","abnersh01","Shawn Wesley Abner","Outfielder","Right","Right"
"32","abramca01","Calvin Ross Abrams","Outfielder","Left","Left"
"33","abramcj01","Paul Christopher Abrams","Shortstop and Second Baseman","Left","Right"
"34","abramge01","George Allen Abrams","Pitcher","Right","Right"
"35","abregjo01","Johnny Ray Abrego","Pitcher","Right","Right"
"36","abreual01","Albert Enmanuel Abreu","Pitcher","Right","Right"
"37","abreubo01","Bob Kelly Abreu","Rightfielder","Left","Right"
"38","abreubr01","Bryan Enrique Abreu","Pitcher","Right","Right"
"39","abreujo01","Joseph Lawrence Abreu","Third Baseman and Second Baseman","Right","Right"
"40","abreujo02","José Dariel Abreu","First Baseman","Right","Right"
"41","abreuju01","Juan de Dios Abreu","Pitcher","Right","Right"
"42","abreuto01","Etanislao Toni Abreu","Second Baseman, Pinch Hitter and Third Baseman","Both","Right"
"43","abreuwi01","Winston Leonardo Abreu","Pitcher","Right","Right"
"44","abstebi01","William Henry Abstein","First Baseman","Right","Right"
"45","accarje01","Jeremiah Lee Accardo","Pitcher","Right","Right"
"46","aceveal01","Alfredo Aceves","Pitcher","Right","Right"
"47","acevedo01","Domingo Antonio Acevedo","Pitcher","Right","Right"
"48","acevejo01","Jose Omar Acevedo","Pitcher","Right","Right"
"49","aceveju01","Juan Carlos Acevedo","Pitcher","Right","Right"
"50","achteaj01","Adam Joseph Achter","Pitcher","Right","Right"
"51","ackerji01","James Justin Acker","Pitcher","Right","Right"
"52","ackerto01","Thomas James Acker","Pitcher","Right","Right"
"53","ackledu01","Dustin Michael Ackley","Second Baseman, Leftfielder and First Baseman","Left","Right"
"54","acklefr01","Florian Frederick Ackley","Pitcher","Left","Right"
"55","acostcy01","Cecilio Acosta","Pitcher","Right","Right"
"56","acosted01","Eduardo Elixbet Acosta","Pitcher","Both","Right"
"57","acostjo01","José Acosta","Pitcher","Right","Right"
"58","acostma01","Manuel Alcides Acosta","Pitcher","Right","Right"
"59","acostme01","Baldomero Pedro Acosta","Outfielder","Left","Left"
"60","acrema01","Mark Robert Acre","Pitcher","Right","Right"
"61","actonga01","Garrett Patrick Acton","Pitcher","Left","Right"
"62","acunaro01","Ronald Jose Acuña Jr.","Outfielder","Right","Right"
"63","adairje01","Kenneth Jerry Adair","Second Baseman, Shortstop and Third Baseman","Right","Right"
"64","adairji01","James Aubrey Adair","Shortstop","Right","Right"
"65","adamecr01","Cristhian Pascual Adames","Pinch Hitter, Shortstop and Second Baseman","Both","Right"
"66","adamewi01","Willy Rafael Adames","Shortstop","Right","Right"
"67","adamja01","Jason Kendall Adam","Pitcher","Right","Right"
"68","adamsac01","Ace Townsend Adams","Pitcher","Right","Right"
"69","adamsau01","Austin David Adams","Pitcher","Right","Right"
"70","adamsau02","Austin Lance Adams","Pitcher","Right","Right"
"71","adamsba01","Charles Benjamin Adams","Pitcher","Left","Right"
"72","adamsbe01","John Bertram Adams","Catcher","Both","Right"
"73","adamsbo01","Robert Burnette Adams","Pitcher","Right","Right"
"74","adamsbo02","Robert Andrew Adams","Pitcher","Right","Right"
"75","adamsbo03","Robert Henry Adams","Third Baseman and Second Baseman","Right","Right"
"76","adamsbo04","Robert Melvin Adams","Pinch Hitter, First Baseman and Catcher","Right","Right"
"77","adamsbu01","Elvin Clark Adams","Centerfielder","Right","Right"
"78","adamsch01","Chance Adams","Pitcher","Right","Right"
"79","adamsda02","David Lee Adams","Third Baseman, Second Baseman and First Baseman","Right","Right"
"80","adamsdi01","Richard Leroy Adams","First Baseman, Pinch Hitter and Outfielder","Right","Left"
"81","adamsdo01","Harold Douglas Adams","Pinch Hitter and Catcher","Left","Right"
"82","adamsge01","George Henry Adams","First Baseman and Centerfielder","Right","Right"
"83","adamsgl01","Glenn Charles Adams","Designated Hitter, Pinch Hitter and Outfielder","Left","Right"
"84","adamshe01","Herbert Loren Adams","Centerfielder","Left","Left"
"85","adamsjo01","Joseph Edward Adams","Pitcher","Right","Left"
"86","adamsjo02","Joel Lee Adamson","Pitcher","Left","Left"
"87","adamsjo03","Jordyn Adams","Outfielder","Right","Right"
"88","adamska01","Karl Tutwiler Adams","Pitcher","Right","Right"
"89","adamsla01","Lane Weston Adams","Pinch Hitter and Outfielder","Right","Right"
"90","adamsma01","Matthew James Adams","First Baseman, Pinch Hitter and Leftfielder","Left","Right"
"91","adamsmi01","John Michael Adamson","Pitcher","Right","Right"
"92","adamsmi02","Robert Michael Adams","Pinch Hitter, Pinch Runner and Leftfielder","Right","Right"
"93","adamsmi03","Jon Michael Adams","Pitcher","Right","Right"
"94","adamsre01","Charles Dwight Adams","Pitcher","Right","Right"
"95","adamsri01","Reuben Alexander Adams","Pitcher","Left","Left"
"96","adamsri02","Ricky Lee Adams","Shortstop, Third Baseman and Second Baseman","Right","Right"
"97","adamsri03","Riley Keaton Adams","Catcher","Right","Right"
"98","adamsru01","Russ Moore Adams","Shortstop, Second Baseman and Third Baseman","Left","Right"
"99","adamsry01","Ryan Scott Adams","Second Baseman","Right","Right"
"100","adamssp01","Earl John Adams","Second Baseman, Third Baseman and Shortstop","Right","Right"
"101","adamssp02","Spencer Dewey Adams","Second Baseman, Third Baseman and Shortstop","Left","Right"
"102","adamste01","Terry Wayne Adams","Pitcher","Right","Right"
"103","adamswi01","James Irvin Adams","Pitcher","Right","Right"
"104","adamswi02","William Edward Adams","Pitcher","Right","Right"
"105","adcocjo01","Joseph Wilbur Adcock","First Baseman and Leftfielder","Right","Right"
"106","adcocna01","Nathan Masler Adcock","Pitcher","Right","Right"
"107","adcocty01","Tyler Nathan McKenzie Adcock","Pitcher","Right","Right"
"108","addisbo01","Robert Gordon Addis","Outfielder and Pinch Hitter","Left","Right"
"109","adducji01","James David Adduci","Outfielder and First Baseman","Left","Left"
"110","adducji02","Jim Charles Adduci","Outfielder and First Baseman","Left","Left"
"111","addybo01","Robert Edward Addy","Rightfielder and Second Baseman","Left","Left"
"112","adelljo01","Jordon Scott Adell","Outfielder","Right","Right"
"113","adenhni01","Nicholas James Adenhart","Pitcher","Right","Right"
"114","aderhmo01","Morris Woodrow Aderholt","Pinch Hitter, Leftfielder and Second Baseman","Left","Right"
"115","adkinde01","John Dewey Adkins","Pitcher","Right","Right"
"116","adkindi01","Richard Earl Adkins","Shortstop","Right","Right"
"117","adkindo01","Merle Theron Adkins","Pitcher","Right","Right"
"118","adkingr01","Grady Emmett Adkins","Pitcher","Right","Right"
"119","adkinhe01","John Harry Atkinson","Leftfielder","Unknown","Unknown"
"120","adkinjo01","Jonathan Scott Adkins","Pitcher","Left","Right"
"121","adkinst01","Steven Thomas Adkins","Pitcher","Right","Left"
"122","adlemti01","Timothy Max Adleman","Pitcher","Right","Right"
"123","adlesda01","David George Adlesh","Catcher","Right","Right"
"124","adonjo01","Joan Manuel Adon","Pitcher","Right","Right"
"125","adriaeh01","Ehire Enrique Adrianza","Shortstop, Pinch Hitter and Third Baseman","Both","Right"
"126","afenitr01","Michael Troy Afenir","Catcher","Right","Right"
"127","affelje01","Jeremy David Affeldt","Pitcher","Left","Left"
"128","agbaybe01","Benny Peter Agbayani","Leftfielder","Right","Right"
"129","ageeto01","Tommie Lee Agee","Centerfielder","Right","Right"
"130","agganha01","Harry Agganis","First Baseman","Left","Left"
"131","aglerjo01","Joseph Abram Agler","First Baseman and Outfielder","Left","Left"
"132","agnewsa01","Samuel Lester Agnew","Catcher","Right","Right"
"133","agostju01","Juan Roberto Agosto","Pitcher","Left","Left"
"134","agrazda01","Dario Abdiel Agrazal","Pitcher","Right","Right"
"135","aguaylu01","Luis Aguayo","Shortstop, Second Baseman and Third Baseman","Right","Right"
"136","aguilch01","Christopher Louis Aguila","Outfielder and Pinch Hitter","Right","Right"
"137","aguilje01","Jesús Alexander Aguilar","First Baseman","Right","Right"
"138","aguilmi01","Miguel Armando Aguilar","Pitcher","Left","Left"
"139","aguilri01","Richard Warren Aguilera","Pitcher","Right","Right"
"140","aguilry01","Ryan Scott Aguilar","Rightfielder and First Baseman","Left","Left"
"141","aguirha01","Henry John Aguirre","Pitcher","Right","Left"
"142","ahearch01","William H. Ahearn","Catcher","Unknown","Unknown"
"143","ahearpa01","Patrick Howard Ahearne","Pitcher","Right","Right"
"144","ahmedni01","Nicholas Mark Ahmed","Shortstop","Right","Right"
"145","aikenwi01","Willie Mays Aikens","First Baseman","Left","Right"
"146","aingeda01","Daniel Ray Ainge","Second Baseman, Third Baseman and Centerfielder","Right","Right"
"147","ainsmed01","Edward Wilbur Ainsmith","Catcher","Right","Right"
"148","ainswku01","Kurt Harold Ainsworth","Pitcher","Right","Right"
"149","aitchra01","Raleigh Leonidas Aitchison","Pitcher","Right","Left"
"150","aitonge01","George Wilson Aiton","Leftfielder","Both","Right"
"151","akerfda01","Darrel Wayne Akerfelds","Pitcher","Right","Right"
"152","akerja01","Jackie Delane Aker","Pitcher","Right","Right"
"153","akersbi01","William G. Akers","Shortstop, Third Baseman and Second Baseman","Right","Right"
"154","akersje01","Albert Earl Akers","Pitcher","Right","Right"
"155","akinke01","Keegan Lee Akin","Pitcher","Left","Left"
"156","akiyash01","Shogo Akiyama","Outfielder and Pinch Hitter","Left","Right"
"157","alanirj01","Ruben Alaniz","Pitcher","Right","Right"
"158","albagi01","Gibson Alberto Alba","Pitcher","Left","Left"
"159","albaljo01","Jonathan Albaladejo","Pitcher","Right","Right"
"160","albanjo01","Joseph Peter Albanese","Pitcher","Right","Right"
"161","alberan01","Andrew William Albers","Pitcher","Right","Left"
"162","alberbu01","Francis Burt Alberts","Designated Hitter and Pinch Hitter","Right","Right"
"163","albercy01","Frederick Joseph Alberts","Pitcher","Right","Right"
"164","alberha01","Hanser Joel Alberto","Second Baseman, Third Baseman and Shortstop","Right","Right"
"165","alberjo01","Jose Edgardo Alberro","Pitcher","Right","Right"
"166","alberma01","Matthew James Albers","Pitcher","Left","Right"
"167","albieoz01","Ozhaino Jurdy Jiandro Albies","Second Baseman","Both","Right"
"168","albosed01","Edward John Albosta","Pitcher","Right","Right"
"169","albreed01","Edward Arthur Albrecht","Pitcher","Right","Right"
"170","albrija01","Harold John Albright","Shortstop","Right","Right"
"171","albural01","Alberto Jose Alburquerque","Pitcher","Right","Right"
"172","alburvi01","Victor Albury","Pitcher","Left","Left"
"173","alcaljo01","Jorge Luis Alcalá","Pitcher","Right","Right"
"174","alcalsa01","Santo Alcalá","Pitcher","Right","Right"
"175","alcanar01","Arismendy Alcántara","Centerfielder, Second Baseman and Pinch Hitter","Both","Right"
"176","alcanis01","Israel Alcántara","Outfielder, Pinch Hitter and First Baseman","Right","Right"
"177","alcanra01","Raúl Alcántara","Pitcher","Right","Right"
"178","alcansa01","Sandy Alcantara","Pitcher","Right","Right"
"179","alcanse01","Sergio Junior Alcántara","Shortstop, Second Baseman and Third Baseman","Both","Right"
"180","alcanvi01","Victor Alfonso Alcántara","Pitcher","Right","Right"
"181","alcarlu01","Angel Luis Alcaraz","Second Baseman and Third Baseman","Right","Right"
"182","alcocsc01","John Forbes Alcock","Third Baseman","Right","Right"
"183","alderda01","Dale Leonard Alderson","Pitcher","Right","Right"
"184","aldremi01","Michael Peter Aldrete","Outfielder, Pinch Hitter and First Baseman","Left","Left"
"185","aldresc01","Scott Phillip Aldred","Pitcher","Left","Left"
"186","aldrico01","Cory Jerome Aldridge","Outfielder","Left","Right"
"187","aldrija01","Jay Robert Aldrich","Pitcher","Right","Right"
"188","aldrivi01","Victor Aldridge","Pitcher","Right","Right"
"189","alenoch01","Charles Aleno","Third Baseman and First Baseman","Right","Right"
"190","alexabo01","Robert Somerville Alexander","Pitcher","Right","Right"
"191","alexada01","David Dale Alexander","First Baseman","Right","Right"
"192","alexado01","Doyle Lafayette Alexander","Pitcher","Right","Right"
"193","alexaga01","Gary Wayne Alexander","Catcher, Designated Hitter and Outfielder","Right","Right"
"194","alexage01","Gerald Paul Alexander","Pitcher","Right","Right"
"195","alexahu01","Hugh Alexander","Pinch Hitter and Rightfielder","Right","Right"
"196","alexaja01","Jason Raymond Alexander","Pitcher","Right","Right"
"197","alexama01","Matthew Alexander","Pinch Runner, Outfielder and Third Baseman","Both","Right"
"198","alexama02","Manuel de Jesus Alexander","Shortstop, Second Baseman and Third Baseman","Right","Right"
"199","alexape01","Grover Cleveland Alexander","Pitcher","Right","Right"
"200","alexasc02","Scott Alain Alexander","Pitcher","Left","Left"
"201","alexaty01","Tyler John Alexander","Pitcher","Right","Left"
"202","alexawa01","Walter Ernest Alexander","Catcher","Right","Right"
"203","alexyaj01","Adam John Alexy","Pitcher","Right","Right"
"204","alfarja01","Jason Alfaro","Pinch Hitter and Shortstop","Right","Right"
"205","alfarjo01","Jorge Mario Alfaro","Catcher and Leftfielder","Right","Right"
"206","alfonan01","Antonio Alfonseca","Pitcher","Right","Right"
"207","alfoned01","Edgardo Antonio Alfonzo","Third Baseman and Second Baseman","Right","Right"
"208","alfonel01","Eliezer Jesus Alfonzo","Catcher","Right","Right"
"209","alforan01","Anthony Joseph Alford","Outfielder","Right","Right"
"210","alicelu01","Luis Rene Alicea","Second Baseman and Third Baseman","Both","Right"
"211","allanan01","Andrew Neal Allanson","Catcher","Right","Right"
"212","allarbr01","Brian Marshall Allard","Pitcher","Right","Right"
"213","allarko01","Kolby Kenneth Allard","Pitcher","Left","Left"
"214","alldrca01","Cameron Mitchell Alldred","Pitcher","Left","Left"
"215","allenau01","Austin Michael Allen","Catcher, Pinch Hitter and First Baseman","Left","Right"
"216","allenbe01","Bernard Keith Allen","Second Baseman and Third Baseman","Left","Right"
"217","allenbo01","Robert Gilman Allen","Shortstop","Right","Right"
"218","allenbo02","Robert Allen","Centerfielder","Right","Right"
"219","allenbo03","Robert Earl Allen","Pitcher","Right","Right"
"220","allenbo04","Robert Gray Allen","Pitcher","Left","Left"
"221","allenbr01","Brandon Durell Allen","First Baseman and Leftfielder","Left","Right"
"222","allench01","John Chad Allen","Leftfielder","Right","Right"
"223","allenco01","Cody Edward Allen","Pitcher","Right","Right"
"224","allendi01","Richard Anthony Allen","First Baseman, Third Baseman and Leftfielder","Right","Right"
"225","allendu01","Dustin R. Allen","First Baseman, Pinch Hitter and Leftfielder","Right","Right"
"226","allenet01","Ethan Nathan Allen","Outfielder","Right","Right"
"227","allenfr01","Frank Leon Allen","Pitcher","Right","Left"
"228","allenga01","Gary Martin Allenson","Catcher","Right","Right"
"229","allengr01","Gregory Lomack Allen","Outfielder","Both","Right"
"230","allenha01","Frank Erwin Allen","Shortstop, Outfielder and Third Baseman","Unknown","Unknown"
"231","allenha02","Harold Andrew Allen","Outfielder, Pinch Hitter and Third Baseman","Right","Right"
"232","allenhe01","Hezekiah Allen","Catcher","Unknown","Unknown"
"233","allenho01","Horace Tanner Allen","Outfielder","Left","Right"
"234","allenja01","Cyrus Alban Allen","Third Baseman and Outfielder","Right","Right"
"235","allenja02","James Bradley Allen","Third Baseman","Right","Right"
"236","allenje01","Jermaine LaMont Allensworth","Centerfielder","Right","Right"
"237","allenjo02","John Thomas Allen","Pitcher","Right","Right"
"238","allenki01","Kim Bryant Allen","Pinch Runner, Second Baseman and Outfielder","Right","Right"
"239","allenll01","Lloyd Cecil Allen","Pitcher","Right","Right"
"240","allenlo01","Logan Shane Allen","Pitcher","Right","Left"
"241","allenlo02","Logan Taylor Allen","Pitcher","Right","Left"
"242","allenlu01","Lucas Gale Allen","Pinch Hitter and Rightfielder","Left","Right"
"243","allenmy01","Myron Smith Allen","Leftfielder","Right","Right"
"244","allenne01","Neil Patrick Allen","Pitcher","Right","Right"
"245","allenni01","Artemus Ward Allen","Catcher","Right","Right"
"246","allenni02","Nicholas Ryan Allen","Shortstop and Second Baseman","Right","Right"
"247","allenpe01","Jesse Hall Allen","Catcher","Right","Right"
"248","allenro01","Ronald Frederick Allen","First Baseman and Pinch Hitter","Both","Right"
"249","allenro02","Roderick Bernet Allen","Designated Hitter, Pinch Hitter and Outfielder","Right","Right"
"250","allensl01","Fletcher Manson Allen","Catcher and First Baseman","Right","Right"
"251","alleyge01","Leonard Eugene Alley","Shortstop and Second Baseman","Right","Right"
"252","allgeni01","Nicholas Joseph Allgeyer","Pitcher","Left","Left"
"253","alliebo01","Robert George Allietta","Catcher","Right","Right"
"254","alliega01","Gair Roosevelt Allie","Shortstop and Third Baseman","Right","Right"
"255","allisan01","Andrew Kent Allison","First Baseman and Rightfielder","Unknown","Unknown"
"256","allisar01","Arthur Algernon Allison","Outfielder and First Baseman","Unknown","Unknown"
"257","allisbi01","William Allison","First Baseman, Second Baseman and Outfielder","Unknown","Unknown"
"258","allisbo01","William Robert Allison","Outfielder and First Baseman","Right","Right"
"259","allisda01","Dana Eric Allison","Pitcher","Right","Left"
"260","allisdo01","Douglas L. Allison","Catcher and Rightfielder","Right","Right"
"261","allisma01","Mack Pendleton Allison","Pitcher","Right","Right"
"262","allismi01","Milo Henry Allison","Pinch Hitter and Outfielder","Left","Right"
"263","allrebe01","Dale LeBeau Allred","Outfielder and Pinch Hitter","Left","Left"
"264","almadme01","Baldomero Melo Almada","Centerfielder","Left","Left"
"265","almanar01","Armando Almanza","Pitcher","Left","Left"
"266","almanca01","Carlos Manuel Almanzar","Pitcher","Right","Right"
"267","almeira01","Rafael D. Almeida","Third Baseman","Right","Right"
"268","almonab01","Abraham Almonte","Outfielder","Both","Right"
"269","almonbi01","William Francis Almon","Shortstop, Third Baseman and Leftfielder","Right","Right"
"270","almoned01","Edwin Almonte","Pitcher","Right","Right"
"271","almoner01","Erick R. Almonte","Shortstop, Rightfielder and First Baseman","Right","Right"
"272","almonhe01","Hector Radhames Almonte","Pitcher","Right","Right"
"273","almonmi01","Miguel Emilio Almonte","Pitcher","Right","Right"
"274","almonye01","Yency Almonte","Pitcher","Right","Right"
"275","almonzo01","Zoilo Manuel Almonte","Leftfielder","Both","Right"
"276","almoral01","Reinaldo Albert Almora","Centerfielder","Right","Right"
"277","alomalu01","Luis Aloma","Pitcher","Right","Right"
"278","alomaro01","Roberto Alomar","Second Baseman","Both","Right"
"279","alomasa01","Santos Alomar","Second Baseman and Shortstop","Both","Right"
"280","alomasa02","Santos Alomar","Catcher","Right","Right"
"281","alonspe01","Peter Morgan Alonso","First Baseman","Right","Right"
"282","alonsyo01","Yonder Alonso","First Baseman","Left","Right"
"283","aloufe01","Felipe Rojas Alou","Outfielder and First Baseman","Right","Right"
"284","alouje01","Jesus Maria Rojas Alou","Outfielder","Right","Right"
"285","alouma01","Mateo Rojas Alou","Outfielder and First Baseman","Left","Left"
"286","aloumo01","Moises Rojas Alou","Outfielder","Right","Right"
"287","alperwh01","Charles Augustus Alpermann","Second Baseman, Shortstop and Third Baseman","Right","Right"
"288","alstode01","Wendell Alston","Outfielder and First Baseman","Left","Right"
"289","alstoga01","Garvin James Alston","Pitcher","Right","Right"
"290","alstoto01","Thomas Edison Alston","First Baseman","Left","Right"
"291","alstowa01","Walter Emmons Alston","First Baseman","Right","Right"
"292","altampo01","Porfirio Altamirano","Pitcher","Right","Right"
"293","altavda01","Daniel Altavilla","Pitcher","Right","Right"
"294","altener01","Ernest Matthias Alten","Pitcher","Right","Left"
"295","altenje01","Jesse Howard Altenburg","Outfielder and Pinch Hitter","Left","Right"
"296","altheaa01","Aaron Samuel Altherr","Outfielder","Right","Right"
"297","altizda01","David Tilden Altizer","Shortstop, Outfielder and First Baseman","Left","Right"
"298","altmage01","George Lee Altman","Outfielder and First Baseman","Left","Right"
"299","altobjo01","Joseph Salvatore Altobelli","First Baseman, Pinch Hitter and Leftfielder","Left","Left"
"300","altroni01","Nicholas Altrock","Pitcher","Both","Left"
"301","altuvjo01","Jose Carlos Altuve","Second Baseman","Right","Right"
"302","aluja01","Jacob Alu","Leftfielder, Second Baseman and Third Baseman","Left","Right"
"303","alusige01","George Joseph Alusik","Outfielder, Pinch Hitter and First Baseman","Right","Right"
"304","alvarab01","Abraham Alvarez","Pitcher","Left","Left"
"305","alvarcl01","Clemente Rafael Álvarez","Catcher and Pinch Hitter","Right","Right"
"306","alvarda01","Dario Rafael Álvarez","Pitcher","Left","Left"
"307","alvarda02","Dariel Álvarez","Rightfielder","Right","Right"
"308","alvared01","Eduardo Cortes Alvarez","Third Baseman, Second Baseman and Rightfielder","Left","Right"
"309","alvarfr01","Francisco Javier Álvarez","Catcher","Right","Right"
"310","alvarga01","Gabriel de Jesus Álvarez","Third Baseman and Rightfielder","Right","Right"
"311","alvarhe01","Henderson Javier Alvarez","Pitcher","Right","Right"
"312","alvarjo01","José Lino Álvarez","Pitcher","Right","Right"
"313","alvarjo02","Jose Ricardo Álvarez","Pitcher","Left","Left"
"314","alvarjo03","José Antonio Alvarado","Pitcher","Left","Left"
"315","alvarju01","Juan Manuel Alvarez","Pitcher","Left","Left"
"316","alvarlu01","Luis Cesar Alvarado","Shortstop, Second Baseman and Third Baseman","Right","Right"
"317","alvaror01","Jesus Manuel Orlando Álvarez","Pinch Hitter and Leftfielder","Right","Right"
"318","alvaros01","Oswaldo Álvarez","Shortstop and Second Baseman","Right","Right"
"319","alvarpe01","Pedro Manuel Álvarez","Third Baseman and First Baseman","Left","Right"
"320","alvarrj01","Roy Emilio Alvarez","Pitcher","Right","Right"
"321","alvarro01","Rogelio Álvarez","First Baseman","Right","Right"
"322","alvarta01","Cesar Octavio Álvarez","Pitcher","Right","Right"
"323","alvarto01","Antonio Enrique Álvarez","Outfielder and Pinch Hitter","Right","Right"
"324","alvarvi01","Victor Aurelio Álvarez","Pitcher","Left","Left"
"325","alvarwi01","Wilson Eduardo Álvarez","Pitcher","Left","Left"
"326","alvaryo01","Yordan Ruben Alvarez","Designated Hitter and Leftfielder","Left","Right"
"327","alvisma01","Roy Maxwell Alvis","Third Baseman","Right","Right"
"328","alvorbi01","William Crawford Alvord","Third Baseman","Right","Right"
"329","alyeabr01","Garrabrant Ryerson Alyea","Leftfielder and Pinch Hitter","Right","Right"
"330","alzolad01","Adbert Marcelo Alzolay","Pitcher","Right","Right"
"331","amalfjo01","John Joseph Amalfitano","Second Baseman and Third Baseman","Right","Right"
"332","amarari01","Richard Louis Amaral","Outfielder, Second Baseman and First Baseman","Right","Right"
"333","amarial01","Alexi Jose Amarista","Shortstop, Outfielder and Second Baseman","Left","Right"
"334","amaroru01","Ruben Amaro","Shortstop, First Baseman and Third Baseman","Right","Right"
"335","amaroru02","Ruben Amaro","Outfielder and Pinch Hitter","Both","Right"
"336","amayaja01","Jacob Carlos Amaya","Shortstop and Second Baseman","Right","Right"
"337","amayami01","Miguel Antonio Amaya","Catcher","Right","Right"
"338","amblewa01","Wayne Harper Ambler","Shortstop and Second Baseman","Right","Right"
"339","ambrech01","Raymond Payne Ambres","Outfielder and Pinch Hitter","Right","Right"
"340","ambrihe01","Hector Ambriz","Pitcher","Left","Right"
"341","amburtr01","Tommy Wayne Amburgey","Rightfielder","Right","Right"
"342","amelued01","Edward Allen Amelung","Outfielder and Pinch Hitter","Left","Left"
"343","amesre01","Leon Kessling Ames","Pitcher","Both","Right"
"344","amesst01","Steven Charles Ames","Pitcher","Right","Right"
"345","amezaal01","Alfredo Amézaga","Centerfielder, Shortstop and Second Baseman","Both","Right"
"346","amoledo01","Morris F. Amole","Pitcher","Right","Left"
"347","amorosa01","Edmundo Amoros","Leftfielder and Pinch Hitter","Left","Left"
"348","amorvi01","Vicente Amor","Pitcher","Right","Right"
"349","anckewa01","Walter Ancker","Pitcher","Right","Right"
"350","anderal01","Alfred Walton Anderson","Shortstop","Right","Right"
"351","anderal02","Allan Lee Anderson","Pitcher","Left","Left"
"352","anderan01","Andy Holm Anderson","Shortstop, Pinch Hitter and Second Baseman","Right","Right"
"353","anderbi01","William Edward Anderson","Pitcher","Right","Left"
"354","anderbo01","Robert Carl Anderson","Pitcher","Right","Right"
"355","anderbr01","Brady Kevin Anderson","Outfielder","Left","Left"
"356","anderbr02","Brian James Anderson","Pitcher","Both","Left"
"357","anderbr03","Brian Nikola Anderson","Centerfielder","Right","Right"
"358","anderbr04","Brett Franklin Anderson","Pitcher","Left","Left"
"359","anderbr05","Bryan Douglas Anderson","Catcher and Pinch Hitter","Left","Right"
"360","anderbr06","Brian Wade Anderson","Third Baseman and Rightfielder","Right","Right"
"361","anderbu01","Karl Adam Anderson","Pitcher","Right","Right"
"362","anderch01","Robert Chase Anderson","Pitcher","Right","Right"
"363","anderco01","Cody Andrew Anderson","Pitcher","Right","Right"
"364","andercr01","Norman Craig Anderson","Pitcher","Right","Right"
"365","anderda01","David S. Anderson","Pitcher","Unknown","Left"
"366","anderda02","David Carter Anderson","Shortstop, Third Baseman and Second Baseman","Right","Right"
"367","anderdr01","Drew Thomas Anderson","Pinch Hitter, Pinch Runner and Outfielder","Left","Right"
"368","anderdr02","Andrew James Anderson","Pitcher","Right","Right"
"369","anderdw01","Dwain Cleaven Anderson","Shortstop, Third Baseman and Second Baseman","Right","Right"
"370","anderfe01","Ferrell Jack Anderson","Catcher","Right","Right"
"371","anderfr01","John Frederick Anderson","Pitcher","Right","Right"
"372","anderga01","Garret Joseph Anderson","Leftfielder","Left","Left"
"373","anderge01","George Jendrus Anderson","Outfielder","Left","Right"
"374","andergo01","Edward John Anderson","Rightfielder and Second Baseman","Left","Right"
"375","andergr01","Grant Anderson","Pitcher","Right","Right"
"376","anderha01","Harold Anderson","Centerfielder","Right","Right"
"377","anderha02","Harry Walter Anderson","Leftfielder and First Baseman","Left","Right"
"378","anderia01","Ian Theodore Anderson","Pitcher","Right","Right"
"379","anderja01","Jason Roger Anderson","Pitcher","Left","Right"
"380","anderji01","James Lea Anderson","Shortstop, Third Baseman and Second Baseman","Right","Right"
